"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,6837,,
"EST","Estonia","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,7864,,
"EST","Estonia","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,9867,,
"EST","Estonia","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,10800,,
"EST","Estonia","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,10401,,
"EST","Estonia","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,10742,,
"EST","Estonia","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,11020,,
"EST","Estonia","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,11621,,
"EST","Estonia","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,12272,,
"EST","Estonia","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,13033,,
"EST","Estonia","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,13576,,
"EST","Estonia","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,14457,,
"EST","Estonia","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,15415,,
"EST","Estonia","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,16970,,
"EST","Estonia","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,18318,,
"EST","Estonia","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,19338,,
"EST","Estonia","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,21321.8177724066,,
"EST","Estonia","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,23119.4366659027,,
"MEX","Mexico","CPNCU","Current prices in NCU","2000","2000","MXN","Mexican Peso","0","Units",,,73705.7050489727,,
"MEX","Mexico","CPNCU","Current prices in NCU","2001","2001","MXN","Mexican Peso","0","Units",,,81474.680027596,,
"MEX","Mexico","CPNCU","Current prices in NCU","2002","2002","MXN","Mexican Peso","0","Units",,,85092.5992522885,,
"MEX","Mexico","CPNCU","Current prices in NCU","2003","2003","MXN","Mexican Peso","0","Units",,,90118.8808774824,,
"MEX","Mexico","CPNCU","Current prices in NCU","2004","2004","MXN","Mexican Peso","0","Units",,,94334.157247455,,
"MEX","Mexico","CPNCU","Current prices in NCU","2005","2005","MXN","Mexican Peso","0","Units",,,100566,,
"MEX","Mexico","CPNCU","Current prices in NCU","2006","2006","MXN","Mexican Peso","0","Units",,,105125,,
"MEX","Mexico","CPNCU","Current prices in NCU","2007","2007","MXN","Mexican Peso","0","Units",,,111237,,
"MEX","Mexico","CPNCU","Current prices in NCU","2008","2008","MXN","Mexican Peso","0","Units",,,117185,,
"MEX","Mexico","CPNCU","Current prices in NCU","2009","2009","MXN","Mexican Peso","0","Units",,,122012,,
"MEX","Mexico","CPNCU","Current prices in NCU","2010","2010","MXN","Mexican Peso","0","Units",,,120378,,
"MEX","Mexico","CPNCU","Current prices in NCU","2011","2011","MXN","Mexican Peso","0","Units",,,127861,,
"MEX","Mexico","CPNCU","Current prices in NCU","2012","2012","MXN","Mexican Peso","0","Units",,,132166,,
"MEX","Mexico","CPNCU","Current prices in NCU","2013","2013","MXN","Mexican Peso","0","Units",,,137357,,
"MEX","Mexico","CPNCU","Current prices in NCU","2014","2014","MXN","Mexican Peso","0","Units",,,143391,,
"MEX","Mexico","CPNCU","Current prices in NCU","2015","2015","MXN","Mexican Peso","0","Units",,,149226,,
"MEX","Mexico","CPNCU","Current prices in NCU","2016","2016","MXN","Mexican Peso","0","Units",,,154450,,
"MEX","Mexico","CPNCU","Current prices in NCU","2017","2017","MXN","Mexican Peso","0","Units",,,161918,,
"MEX","Mexico","CPNCU","Current prices in NCU","2018","2018","MXN","Mexican Peso","0","Units",,,171923,,
"MEX","Mexico","CPNCU","Current prices in NCU","2019","2019","MXN","Mexican Peso","0","Units",,,180025,,
"MEX","Mexico","CPNCU","Current prices in NCU","2020","2020","MXN","Mexican Peso","0","Units",,,181077,,
"MEX","Mexico","CPNCU","Current prices in NCU","2021","2021","MXN","Mexican Peso","0","Units",,,193772.734262884,,
"MEX","Mexico","CPNCU","Current prices in NCU","2022","2022","MXN","Mexican Peso","0","Units",,,199108.22566974,,
"ISL","Iceland","CPNCU","Current prices in NCU","2000","2000","ISK","Iceland Krona","0","Units",,,3472001.13584627,,
"ISL","Iceland","CPNCU","Current prices in NCU","2001","2001","ISK","Iceland Krona","0","Units",,,3721196.93808042,,
"ISL","Iceland","CPNCU","Current prices in NCU","2002","2002","ISK","Iceland Krona","0","Units",,,4036135.89111304,,
"ISL","Iceland","CPNCU","Current prices in NCU","2003","2003","ISK","Iceland Krona","0","Units",,,3975951.15720374,,
"ISL","Iceland","CPNCU","Current prices in NCU","2004","2004","ISK","Iceland Krona","0","Units",,,4360069.66216717,,
"ISL","Iceland","CPNCU","Current prices in NCU","2005","2005","ISK","Iceland Krona","0","Units",,,4759887,,
"ISL","Iceland","CPNCU","Current prices in NCU","2006","2006","ISK","Iceland Krona","0","Units",,,5374709,,
"ISL","Iceland","CPNCU","Current prices in NCU","2007","2007","ISK","Iceland Krona","0","Units",,,5798875,,
"ISL","Iceland","CPNCU","Current prices in NCU","2008","2008","ISK","Iceland Krona","0","Units",,,5882412,,
"ISL","Iceland","CPNCU","Current prices in NCU","2009","2009","ISK","Iceland Krona","0","Units",,,5764970,,
"ISL","Iceland","CPNCU","Current prices in NCU","2010","2010","ISK","Iceland Krona","0","Units",,,6163957,,
"ISL","Iceland","CPNCU","Current prices in NCU","2011","2011","ISK","Iceland Krona","0","Units",,,6660968,,
"ISL","Iceland","CPNCU","Current prices in NCU","2012","2012","ISK","Iceland Krona","0","Units",,,7013811,,
"ISL","Iceland","CPNCU","Current prices in NCU","2013","2013","ISK","Iceland Krona","0","Units",,,7383768,,
"ISL","Iceland","CPNCU","Current prices in NCU","2014","2014","ISK","Iceland Krona","0","Units",,,7677867,,
"ISL","Iceland","CPNCU","Current prices in NCU","2015","2015","ISK","Iceland Krona","0","Units",,,8246070,,
"ISL","Iceland","CPNCU","Current prices in NCU","2016","2016","ISK","Iceland Krona","0","Units",,,9266481,,
"ISL","Iceland","CPNCU","Current prices in NCU","2017","2017","ISK","Iceland Krona","0","Units",,,10053069,,
"ISL","Iceland","CPNCU","Current prices in NCU","2018","2018","ISK","Iceland Krona","0","Units",,,10939331,,
"ISL","Iceland","CPNCU","Current prices in NCU","2019","2019","ISK","Iceland Krona","0","Units",,,10979069,,
"ISL","Iceland","CPNCU","Current prices in NCU","2020","2020","ISK","Iceland Krona","0","Units",,,10651196,,
"ISL","Iceland","CPNCU","Current prices in NCU","2021","2021","ISK","Iceland Krona","0","Units",,,11524362.3490969,,
"ISL","Iceland","CPNCU","Current prices in NCU","2022","2022","ISK","Iceland Krona","0","Units",,,13153719.823704,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2000","2000","NZD","New Zealand Dollar","0","Units",,,38144.5569337542,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2001","2001","NZD","New Zealand Dollar","0","Units",,,39669.7919740929,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2002","2002","NZD","New Zealand Dollar","0","Units",,,41227.4729785209,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2003","2003","NZD","New Zealand Dollar","0","Units",,,42961.392378729,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2004","2004","NZD","New Zealand Dollar","0","Units",,,45051.4427853477,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2005","2005","NZD","New Zealand Dollar","0","Units",,,46698,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2006","2006","NZD","New Zealand Dollar","0","Units",,,48382,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2007","2007","NZD","New Zealand Dollar","0","Units",,,52039,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2008","2008","NZD","New Zealand Dollar","0","Units",,,53374,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2009","2009","NZD","New Zealand Dollar","0","Units",,,55441,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2010","2010","NZD","New Zealand Dollar","0","Units",,,56755,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2011","2011","NZD","New Zealand Dollar","0","Units",,,58365,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2012","2012","NZD","New Zealand Dollar","0","Units",,,60082,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2013","2013","NZD","New Zealand Dollar","0","Units",,,59693,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2014","2014","NZD","New Zealand Dollar","0","Units",,,60459,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2015","2015","NZD","New Zealand Dollar","0","Units",,,62025,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2016","2016","NZD","New Zealand Dollar","0","Units",,,64464,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2017","2017","NZD","New Zealand Dollar","0","Units",,,65927,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2018","2018","NZD","New Zealand Dollar","0","Units",,,68456,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2019","2019","NZD","New Zealand Dollar","0","Units",,,71568,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2020","2020","NZD","New Zealand Dollar","0","Units",,,74479,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2021","2021","NZD","New Zealand Dollar","0","Units",,,77368.4552180936,,
"NZL","New Zealand","CPNCU","Current prices in NCU","2022","2022","NZD","New Zealand Dollar","0","Units",,,80400.8855069856,,
"CHL","Chile","CPNCU","Current prices in NCU","2000","2000","CLP","Chilean Peso","0","Units",,,4410850.39956582,,
"CHL","Chile","CPNCU","Current prices in NCU","2001","2001","CLP","Chilean Peso","0","Units",,,4749511.16712663,,
"CHL","Chile","CPNCU","Current prices in NCU","2002","2002","CLP","Chilean Peso","0","Units",,,4952118.30019009,,
"CHL","Chile","CPNCU","Current prices in NCU","2003","2003","CLP","Chilean Peso","0","Units",,,5187353.08287956,,
"CHL","Chile","CPNCU","Current prices in NCU","2004","2004","CLP","Chilean Peso","0","Units",,,5143976.68179694,,
"CHL","Chile","CPNCU","Current prices in NCU","2005","2005","CLP","Chilean Peso","0","Units",,,5329935,,
"CHL","Chile","CPNCU","Current prices in NCU","2006","2006","CLP","Chilean Peso","0","Units",,,5647849,,
"CHL","Chile","CPNCU","Current prices in NCU","2007","2007","CLP","Chilean Peso","0","Units",,,6037115,,
"CHL","Chile","CPNCU","Current prices in NCU","2008","2008","CLP","Chilean Peso","0","Units",,,6705333,,
"CHL","Chile","CPNCU","Current prices in NCU","2009","2009","CLP","Chilean Peso","0","Units",,,7343943,,
"CHL","Chile","CPNCU","Current prices in NCU","2010","2010","CLP","Chilean Peso","0","Units",,,8599482,,
"CHL","Chile","CPNCU","Current prices in NCU","2011","2011","CLP","Chilean Peso","0","Units",,,9118963,,
"CHL","Chile","CPNCU","Current prices in NCU","2012","2012","CLP","Chilean Peso","0","Units",,,9694163,,
"CHL","Chile","CPNCU","Current prices in NCU","2013","2013","CLP","Chilean Peso","0","Units",,,10233588,,
"CHL","Chile","CPNCU","Current prices in NCU","2014","2014","CLP","Chilean Peso","0","Units",,,10912495,,
"CHL","Chile","CPNCU","Current prices in NCU","2015","2015","CLP","Chilean Peso","0","Units",,,11513194,,
"CHL","Chile","CPNCU","Current prices in NCU","2016","2016","CLP","Chilean Peso","0","Units",,,12411088,,
"CHL","Chile","CPNCU","Current prices in NCU","2017","2017","CLP","Chilean Peso","0","Units",,,12325499,,
"CHL","Chile","CPNCU","Current prices in NCU","2018","2018","CLP","Chilean Peso","0","Units",,,13144614,,
"CHL","Chile","CPNCU","Current prices in NCU","2019","2019","CLP","Chilean Peso","0","Units",,,13728356,,
"CHL","Chile","CPNCU","Current prices in NCU","2020","2020","CLP","Chilean Peso","0","Units",,,13662614,,
"CHL","Chile","CPNCU","Current prices in NCU","2021","2021","CLP","Chilean Peso","0","Units",,,15006874.7752703,,
"LVA","Latvia","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,3067.72955908892,,
"LVA","Latvia","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,3245.34536839711,,
"LVA","Latvia","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,3317.46996823345,,
"LVA","Latvia","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,3744.30806943978,,
"LVA","Latvia","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,4335.21027038536,,
"LVA","Latvia","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,5531,,
"LVA","Latvia","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,6718,,
"LVA","Latvia","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,9248,,
"LVA","Latvia","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,10828,,
"LVA","Latvia","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,9424,,
"LVA","Latvia","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,8841,,
"LVA","Latvia","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,9065,,
"LVA","Latvia","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,9739,,
"LVA","Latvia","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,10249,,
"LVA","Latvia","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,11078,,
"LVA","Latvia","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,11938,,
"LVA","Latvia","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,12787,,
"LVA","Latvia","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,13678,,
"LVA","Latvia","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,14612,,
"LVA","Latvia","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,15704,,
"LVA","Latvia","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,16435,,
"LVA","Latvia","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,18396.9783019468,,
"LVA","Latvia","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,19961.3543215575,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,4757.69551735305,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,5143.06567762439,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,5467.06805766504,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,5961.08248830343,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,6603.9142181039,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,7466,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,8945,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,10085,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,11388,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,10320,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,10515,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,11198,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,11740,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,12288,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,12847,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,13552,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,14389,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,15735,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,16902,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,18382,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,19555,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,21749.9413821952,,
"LTU","Lithuania","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,24111.5599357483,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2000","2000",,,"0","Units",,,4486.59574456929,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2001","2001",,,"0","Units",,,6167.41792388649,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2002","2002",,,"0","Units",,,8674.38059352312,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2003","2003",,,"0","Units",,,11329.6287851028,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2004","2004",,,"0","Units",,,13437.0464930342,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2005","2005",,,"0","Units",,,15112,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2006","2006",,,"0","Units",,,16655,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2007","2007",,,"0","Units",,,18368,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2008","2008",,,"0","Units",,,20218,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2009","2009",,,"0","Units",,,21512,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2010","2010",,,"0","Units",,,23439,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2011","2011",,,"0","Units",,,25632,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2012","2012",,,"0","Units",,,28741,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2013","2013",,,"0","Units",,,31827,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2014","2014",,,"0","Units",,,35452,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2015","2015",,,"0","Units",,,39320,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2016","2016",,,"0","Units",,,47023,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2017","2017",,,"0","Units",,,51346,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2018","2018",,,"0","Units",,,59646,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2019","2019",,,"0","Units",,,72577,,
"TUR","Türkiye","CPNCU","Current prices in NCU","2020","2020",,,"0","Units",,,81782,,
"COL","Colombia","CPNCU","Current prices in NCU","2005","2005",,,"0","Units",,,11985633,,
"COL","Colombia","CPNCU","Current prices in NCU","2006","2006",,,"0","Units",,,13715260,,
"COL","Colombia","CPNCU","Current prices in NCU","2007","2007",,,"0","Units",,,14292329,,
"COL","Colombia","CPNCU","Current prices in NCU","2008","2008",,,"0","Units",,,16519681,,
"COL","Colombia","CPNCU","Current prices in NCU","2009","2009",,,"0","Units",,,17835266,,
"COL","Colombia","CPNCU","Current prices in NCU","2010","2010",,,"0","Units",,,18852382,,
"COL","Colombia","CPNCU","Current prices in NCU","2011","2011",,,"0","Units",,,19803918,,
"COL","Colombia","CPNCU","Current prices in NCU","2012","2012",,,"0","Units",,,21016669,,
"COL","Colombia","CPNCU","Current prices in NCU","2013","2013",,,"0","Units",,,21931930,,
"COL","Colombia","CPNCU","Current prices in NCU","2014","2014",,,"0","Units",,,22641366,,
"COL","Colombia","CPNCU","Current prices in NCU","2015","2015",,,"0","Units",,,24141708,,
"COL","Colombia","CPNCU","Current prices in NCU","2016","2016",,,"0","Units",,,25482438,,
"COL","Colombia","CPNCU","Current prices in NCU","2017","2017",,,"0","Units",,,27083561,,
"COL","Colombia","CPNCU","Current prices in NCU","2018","2018",,,"0","Units",,,29058069,,
"COL","Colombia","CPNCU","Current prices in NCU","2019","2019",,,"0","Units",,,30108966,,
"COL","Colombia","CPNCU","Current prices in NCU","2020","2020",,,"0","Units",,,34865307,,
"COL","Colombia","CPNCU","Current prices in NCU","2021","2021",,,"0","Units",,,33612277.5588083,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2000","2000",,,"0","Units",,,1782468.91736297,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2001","2001",,,"0","Units",,,2006525.71266625,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2002","2002",,,"0","Units",,,2245841.80808868,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2003","2003",,,"0","Units",,,2433363.30028074,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2004","2004",,,"0","Units",,,2792735.67220434,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2005","2005",,,"0","Units",,,2937090,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2006","2006",,,"0","Units",,,3463752,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2007","2007",,,"0","Units",,,3810330,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2008","2008",,,"0","Units",,,4446661,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2009","2009",,,"0","Units",,,5154273,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2010","2010",,,"0","Units",,,5631438,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2011","2011",,,"0","Units",,,6178669,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2012","2012",,,"0","Units",,,6484106,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2013","2013",,,"0","Units",,,7280101,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2014","2014",,,"0","Units",,,7666969,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2015","2015",,,"0","Units",,,8268797,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2016","2016",,,"0","Units",,,8727305,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2017","2017",,,"0","Units",,,8891675,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2018","2018",,,"0","Units",,,9347486,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2019","2019",,,"0","Units",,,9846887,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2020","2020",,,"0","Units",,,10894819,,
"CRI","Costa Rica","CPNCU","Current prices in NCU","2021","2021",,,"0","Units",,,11085732.361113,,
