"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","CPNCU","Current prices in NCU","2004","2004","NOK","Norwegian Krone","0","Units",,,333859.872283829,,
"NOR","Norway","CPNCU","Current prices in NCU","2005","2005","NOK","Norwegian Krone","0","Units",,,347435,,
"NOR","Norway","CPNCU","Current prices in NCU","2006","2006","NOK","Norwegian Krone","0","Units",,,367887,,
"NOR","Norway","CPNCU","Current prices in NCU","2007","2007","NOK","Norwegian Krone","0","Units",,,389116,,
"NOR","Norway","CPNCU","Current prices in NCU","2008","2008","NOK","Norwegian Krone","0","Units",,,411092,,
"NOR","Norway","CPNCU","Current prices in NCU","2009","2009","NOK","Norwegian Krone","0","Units",,,425692,,
"NOR","Norway","CPNCU","Current prices in NCU","2010","2010","NOK","Norwegian Krone","0","Units",,,440224,,
"NOR","Norway","CPNCU","Current prices in NCU","2011","2011","NOK","Norwegian Krone","0","Units",,,460748,,
"NOR","Norway","CPNCU","Current prices in NCU","2012","2012","NOK","Norwegian Krone","0","Units",,,478224,,
"NOR","Norway","CPNCU","Current prices in NCU","2013","2013","NOK","Norwegian Krone","0","Units",,,497976,,
"NOR","Norway","CPNCU","Current prices in NCU","2014","2014","NOK","Norwegian Krone","0","Units",,,511520,,
"NOR","Norway","CPNCU","Current prices in NCU","2015","2015","NOK","Norwegian Krone","0","Units",,,526103,,
"NOR","Norway","CPNCU","Current prices in NCU","2016","2016","NOK","Norwegian Krone","0","Units",,,533447,,
"NOR","Norway","CPNCU","Current prices in NCU","2017","2017","NOK","Norwegian Krone","0","Units",,,542651,,
"NOR","Norway","CPNCU","Current prices in NCU","2018","2018","NOK","Norwegian Krone","0","Units",,,558106,,
"NOR","Norway","CPNCU","Current prices in NCU","2019","2019","NOK","Norwegian Krone","0","Units",,,581290,,
"NOR","Norway","CPNCU","Current prices in NCU","2020","2020","NOK","Norwegian Krone","0","Units",,,591985,,
"NOR","Norway","CPNCU","Current prices in NCU","2021","2021","NOK","Norwegian Krone","0","Units",,,625699.877160176,,
"NOR","Norway","CPNCU","Current prices in NCU","2022","2022","NOK","Norwegian Krone","0","Units",,,653316.536469564,,
"POL","Poland","CPNCU","Current prices in NCU","2000","2000","PLN","Zloty","0","Units",,,26550.3744023356,,
"POL","Poland","CPNCU","Current prices in NCU","2001","2001","PLN","Zloty","0","Units",,,29118.4484914302,,
"POL","Poland","CPNCU","Current prices in NCU","2002","2002","PLN","Zloty","0","Units",,,29961.4635281325,,
"POL","Poland","CPNCU","Current prices in NCU","2003","2003","PLN","Zloty","0","Units",,,30493.2103641115,,
"POL","Poland","CPNCU","Current prices in NCU","2004","2004","PLN","Zloty","0","Units",,,31172.4330518398,,
"POL","Poland","CPNCU","Current prices in NCU","2005","2005","PLN","Zloty","0","Units",,,31737,,
"POL","Poland","CPNCU","Current prices in NCU","2006","2006","PLN","Zloty","0","Units",,,32444,,
"POL","Poland","CPNCU","Current prices in NCU","2007","2007","PLN","Zloty","0","Units",,,34246,,
"POL","Poland","CPNCU","Current prices in NCU","2008","2008","PLN","Zloty","0","Units",,,37473,,
"POL","Poland","CPNCU","Current prices in NCU","2009","2009","PLN","Zloty","0","Units",,,38459,,
"POL","Poland","CPNCU","Current prices in NCU","2010","2010","PLN","Zloty","0","Units",,,40989,,
"POL","Poland","CPNCU","Current prices in NCU","2011","2011","PLN","Zloty","0","Units",,,43135,,
"POL","Poland","CPNCU","Current prices in NCU","2012","2012","PLN","Zloty","0","Units",,,44043,,
"POL","Poland","CPNCU","Current prices in NCU","2013","2013","PLN","Zloty","0","Units",,,44675,,
"POL","Poland","CPNCU","Current prices in NCU","2014","2014","PLN","Zloty","0","Units",,,45536,,
"POL","Poland","CPNCU","Current prices in NCU","2015","2015","PLN","Zloty","0","Units",,,46446,,
"POL","Poland","CPNCU","Current prices in NCU","2016","2016","PLN","Zloty","0","Units",,,48563,,
"POL","Poland","CPNCU","Current prices in NCU","2017","2017","PLN","Zloty","0","Units",,,51493,,
"POL","Poland","CPNCU","Current prices in NCU","2018","2018","PLN","Zloty","0","Units",,,55607,,
"POL","Poland","CPNCU","Current prices in NCU","2019","2019","PLN","Zloty","0","Units",,,60342,,
"POL","Poland","CPNCU","Current prices in NCU","2020","2020","PLN","Zloty","0","Units",,,63498,,
"POL","Poland","CPNCU","Current prices in NCU","2021","2021","PLN","Zloty","0","Units",,,66605.850907327,,
"POL","Poland","CPNCU","Current prices in NCU","2022","2022","PLN","Zloty","0","Units",,,75741.1269934975,,
"PRT","Portugal","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,12629.8271789129,,
"PRT","Portugal","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,13165.2423505117,,
"PRT","Portugal","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,13618.8075181048,,
"PRT","Portugal","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,14073.4310887442,,
"PRT","Portugal","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,14421.796139073,,
"PRT","Portugal","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,14892,,
"PRT","Portugal","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,15085,,
"PRT","Portugal","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,15700,,
"PRT","Portugal","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,16083,,
"PRT","Portugal","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,16501,,
"PRT","Portugal","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,16737,,
"PRT","Portugal","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,16608,,
"PRT","Portugal","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,16183,,
"PRT","Portugal","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,16618,,
"PRT","Portugal","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,16368,,
"PRT","Portugal","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,16463,,
"PRT","Portugal","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,16553,,
"PRT","Portugal","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,16878,,
"PRT","Portugal","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,17423,,
"PRT","Portugal","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,18253,,
"PRT","Portugal","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,18492,,
"PRT","Portugal","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,19215.1647102476,,
"PRT","Portugal","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,20323.3009824094,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,5429.35745140709,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,5732.17712298375,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,6204.56763729585,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,6741.05885347917,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,7339.87902002877,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,7997,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,8673,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,9449,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,9979,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,10320,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,10883,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,11203,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,11448,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,11684,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,11904,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,12362,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,12719,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,13268,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,13964,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,14814,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,15342,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,16121.5811867596,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,17256.4280558476,,
"ESP","Spain","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,18526.3841003138,,
"ESP","Spain","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,19085.3633075572,,
"ESP","Spain","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,19700.3181829895,,
"ESP","Spain","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,20229.3730957402,,
"ESP","Spain","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,20674.5803882143,,
"ESP","Spain","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,21456,,
"ESP","Spain","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,22107,,
"ESP","Spain","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,23102,,
"ESP","Spain","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,24775,,
"ESP","Spain","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,26083,,
"ESP","Spain","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,26349,,
"ESP","Spain","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,26487,,
"ESP","Spain","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,26271,,
"ESP","Spain","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,26526,,
"ESP","Spain","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,26479,,
"ESP","Spain","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,26852,,
"ESP","Spain","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,26745,,
"ESP","Spain","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,26802,,
"ESP","Spain","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,27095,,
"ESP","Spain","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,27677,,
"ESP","Spain","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,27300,,
"ESP","Spain","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,28265.9045196395,,
"ESP","Spain","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,29113.2786476642,,
"SWE","Sweden","CPNCU","Current prices in NCU","2000","2000","SEK","Swedish Krona","0","Units",,,251428.942621989,,
"SWE","Sweden","CPNCU","Current prices in NCU","2001","2001","SEK","Swedish Krona","0","Units",,,259626.437522295,,
"SWE","Sweden","CPNCU","Current prices in NCU","2002","2002","SEK","Swedish Krona","0","Units",,,267423.922243715,,
"SWE","Sweden","CPNCU","Current prices in NCU","2003","2003","SEK","Swedish Krona","0","Units",,,274972.071214307,,
"SWE","Sweden","CPNCU","Current prices in NCU","2004","2004","SEK","Swedish Krona","0","Units",,,285404.045347031,,
"SWE","Sweden","CPNCU","Current prices in NCU","2005","2005","SEK","Swedish Krona","0","Units",,,294983,,
"SWE","Sweden","CPNCU","Current prices in NCU","2006","2006","SEK","Swedish Krona","0","Units",,,305404,,
"SWE","Sweden","CPNCU","Current prices in NCU","2007","2007","SEK","Swedish Krona","0","Units",,,319871,,
"SWE","Sweden","CPNCU","Current prices in NCU","2008","2008","SEK","Swedish Krona","0","Units",,,335475,,
"SWE","Sweden","CPNCU","Current prices in NCU","2009","2009","SEK","Swedish Krona","0","Units",,,343604,,
"SWE","Sweden","CPNCU","Current prices in NCU","2010","2010","SEK","Swedish Krona","0","Units",,,352076,,
"SWE","Sweden","CPNCU","Current prices in NCU","2011","2011","SEK","Swedish Krona","0","Units",,,362318,,
"SWE","Sweden","CPNCU","Current prices in NCU","2012","2012","SEK","Swedish Krona","0","Units",,,372042,,
"SWE","Sweden","CPNCU","Current prices in NCU","2013","2013","SEK","Swedish Krona","0","Units",,,378658,,
"SWE","Sweden","CPNCU","Current prices in NCU","2014","2014","SEK","Swedish Krona","0","Units",,,386881,,
"SWE","Sweden","CPNCU","Current prices in NCU","2015","2015","SEK","Swedish Krona","0","Units",,,396616,,
"SWE","Sweden","CPNCU","Current prices in NCU","2016","2016","SEK","Swedish Krona","0","Units",,,406310,,
"SWE","Sweden","CPNCU","Current prices in NCU","2017","2017","SEK","Swedish Krona","0","Units",,,415858,,
"SWE","Sweden","CPNCU","Current prices in NCU","2018","2018","SEK","Swedish Krona","0","Units",,,428091,,
"SWE","Sweden","CPNCU","Current prices in NCU","2019","2019","SEK","Swedish Krona","0","Units",,,441613,,
"SWE","Sweden","CPNCU","Current prices in NCU","2020","2020","SEK","Swedish Krona","0","Units",,,451328,,
"SWE","Sweden","CPNCU","Current prices in NCU","2021","2021","SEK","Swedish Krona","0","Units",,,465762.915729695,,
"SWE","Sweden","CPNCU","Current prices in NCU","2022","2022","SEK","Swedish Krona","0","Units",,,482555.494244775,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2000","2000","CHF","Swiss Franc","0","Units",,,71791.6944930855,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2001","2001","CHF","Swiss Franc","0","Units",,,76083.9955506096,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2002","2002","CHF","Swiss Franc","0","Units",,,77235.9133466335,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2003","2003","CHF","Swiss Franc","0","Units",,,77710.5977792417,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2004","2004","CHF","Swiss Franc","0","Units",,,77592.1441754372,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2005","2005","CHF","Swiss Franc","0","Units",,,79635,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2006","2006","CHF","Swiss Franc","0","Units",,,81014,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2007","2007","CHF","Swiss Franc","0","Units",,,83266,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2008","2008","CHF","Swiss Franc","0","Units",,,85252,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2009","2009","CHF","Swiss Franc","0","Units",,,86422,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2010","2010","CHF","Swiss Franc","0","Units",,,86231,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2011","2011","CHF","Swiss Franc","0","Units",,,86413,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2012","2012","CHF","Swiss Franc","0","Units",,,86864,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2013","2013","CHF","Swiss Franc","0","Units",,,87644,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2014","2014","CHF","Swiss Franc","0","Units",,,87588,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2015","2015","CHF","Swiss Franc","0","Units",,,86875,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2016","2016","CHF","Swiss Franc","0","Units",,,86313,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2017","2017","CHF","Swiss Franc","0","Units",,,86533,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2018","2018","CHF","Swiss Franc","0","Units",,,87358,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2019","2019","CHF","Swiss Franc","0","Units",,,88703,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2020","2020","CHF","Swiss Franc","0","Units",,,86516,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2021","2021","CHF","Swiss Franc","0","Units",,,89978.7118174658,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2022","2022","CHF","Swiss Franc","0","Units",,,92930.5390469646,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2000","2000","GBP","Pound Sterling","0","Units",,,22017.0469614776,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2001","2001","GBP","Pound Sterling","0","Units",,,23129.0637994702,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2002","2002","GBP","Pound Sterling","0","Units",,,23575.8693617027,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2003","2003","GBP","Pound Sterling","0","Units",,,24648.8764696356,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2004","2004","GBP","Pound Sterling","0","Units",,,25881.2838797344,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2005","2005","GBP","Pound Sterling","0","Units",,,26655,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2006","2006","GBP","Pound Sterling","0","Units",,,27956,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2007","2007","GBP","Pound Sterling","0","Units",,,29540,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2008","2008","GBP","Pound Sterling","0","Units",,,29917,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2009","2009","GBP","Pound Sterling","0","Units",,,30148,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2010","2010","GBP","Pound Sterling","0","Units",,,30565,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2011","2011","GBP","Pound Sterling","0","Units",,,31194,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2012","2012","GBP","Pound Sterling","0","Units",,,31462,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2013","2013","GBP","Pound Sterling","0","Units",,,32460,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2014","2014","GBP","Pound Sterling","0","Units",,,32940,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2015","2015","GBP","Pound Sterling","0","Units",,,33294,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2016","2016","GBP","Pound Sterling","0","Units",,,34095,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2017","2017","GBP","Pound Sterling","0","Units",,,34875,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2018","2018","GBP","Pound Sterling","0","Units",,,35793,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2019","2019","GBP","Pound Sterling","0","Units",,,36899,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2020","2020","GBP","Pound Sterling","0","Units",,,36528,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2021","2021","GBP","Pound Sterling","0","Units",,,38248.4752501836,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2022","2022","GBP","Pound Sterling","0","Units",,,40678.2417925387,,
"USA","United States","CPNCU","Current prices in NCU","2000","2000","USD","US Dollar","0","Units",,,38863.0278199539,,
"USA","United States","CPNCU","Current prices in NCU","2001","2001","USD","US Dollar","0","Units",,,39946.7757093478,,
"USA","United States","CPNCU","Current prices in NCU","2002","2002","USD","US Dollar","0","Units",,,40796.8239318387,,
"USA","United States","CPNCU","Current prices in NCU","2003","2003","USD","US Dollar","0","Units",,,42101.6284409719,,
"USA","United States","CPNCU","Current prices in NCU","2004","2004","USD","US Dollar","0","Units",,,43946.3802598065,,
"USA","United States","CPNCU","Current prices in NCU","2005","2005","USD","US Dollar","0","Units",,,45255,,
"USA","United States","CPNCU","Current prices in NCU","2006","2006","USD","US Dollar","0","Units",,,47226,,
"USA","United States","CPNCU","Current prices in NCU","2007","2007","USD","US Dollar","0","Units",,,49354,,
"USA","United States","CPNCU","Current prices in NCU","2008","2008","USD","US Dollar","0","Units",,,50690,,
"USA","United States","CPNCU","Current prices in NCU","2009","2009","USD","US Dollar","0","Units",,,51055,,
"USA","United States","CPNCU","Current prices in NCU","2010","2010","USD","US Dollar","0","Units",,,52429,,
"USA","United States","CPNCU","Current prices in NCU","2011","2011","USD","US Dollar","0","Units",,,53828,,
"USA","United States","CPNCU","Current prices in NCU","2012","2012","USD","US Dollar","0","Units",,,55300,,
"USA","United States","CPNCU","Current prices in NCU","2013","2013","USD","US Dollar","0","Units",,,55781,,
"USA","United States","CPNCU","Current prices in NCU","2014","2014","USD","US Dollar","0","Units",,,57451,,
"USA","United States","CPNCU","Current prices in NCU","2015","2015","USD","US Dollar","0","Units",,,59030,,
"USA","United States","CPNCU","Current prices in NCU","2016","2016","USD","US Dollar","0","Units",,,59729,,
"USA","United States","CPNCU","Current prices in NCU","2017","2017","USD","US Dollar","0","Units",,,61435,,
"USA","United States","CPNCU","Current prices in NCU","2018","2018","USD","US Dollar","0","Units",,,63434,,
"USA","United States","CPNCU","Current prices in NCU","2019","2019","USD","US Dollar","0","Units",,,65505,,
"USA","United States","CPNCU","Current prices in NCU","2020","2020","USD","US Dollar","0","Units",,,70184,,
"USA","United States","CPNCU","Current prices in NCU","2021","2021","USD","US Dollar","0","Units",,,74259.8810335231,,
"USA","United States","CPNCU","Current prices in NCU","2022","2022","USD","US Dollar","0","Units",,,77463.4730245547,,
"ISR","Israel","CPNCU","Current prices in NCU","2000","2000","ILS","New Israeli Sheqel","0","Units",,,113428.695034867,,
"ISR","Israel","CPNCU","Current prices in NCU","2001","2001","ILS","New Israeli Sheqel","0","Units",,,115951.667171428,,
"ISR","Israel","CPNCU","Current prices in NCU","2002","2002","ILS","New Israeli Sheqel","0","Units",,,116446.860686616,,
"ISR","Israel","CPNCU","Current prices in NCU","2003","2003","ILS","New Israeli Sheqel","0","Units",,,112880.471799977,,
"ISR","Israel","CPNCU","Current prices in NCU","2004","2004","ILS","New Israeli Sheqel","0","Units",,,111737.544836018,,
"ISR","Israel","CPNCU","Current prices in NCU","2005","2005","ILS","New Israeli Sheqel","0","Units",,,113754,,
"ISR","Israel","CPNCU","Current prices in NCU","2006","2006","ILS","New Israeli Sheqel","0","Units",,,119629,,
"ISR","Israel","CPNCU","Current prices in NCU","2007","2007","ILS","New Israeli Sheqel","0","Units",,,122249,,
"ISR","Israel","CPNCU","Current prices in NCU","2008","2008","ILS","New Israeli Sheqel","0","Units",,,125765,,
"ISR","Israel","CPNCU","Current prices in NCU","2009","2009","ILS","New Israeli Sheqel","0","Units",,,125034,,
"ISR","Israel","CPNCU","Current prices in NCU","2010","2010","ILS","New Israeli Sheqel","0","Units",,,128455,,
"ISR","Israel","CPNCU","Current prices in NCU","2011","2011","ILS","New Israeli Sheqel","0","Units",,,133265,,
"ISR","Israel","CPNCU","Current prices in NCU","2012","2012","ILS","New Israeli Sheqel","0","Units",,,137882,,
"ISR","Israel","CPNCU","Current prices in NCU","2013","2013","ILS","New Israeli Sheqel","0","Units",,,140697,,
"ISR","Israel","CPNCU","Current prices in NCU","2014","2014","ILS","New Israeli Sheqel","0","Units",,,142032,,
"ISR","Israel","CPNCU","Current prices in NCU","2015","2015","ILS","New Israeli Sheqel","0","Units",,,145818,,
"ISR","Israel","CPNCU","Current prices in NCU","2016","2016","ILS","New Israeli Sheqel","0","Units",,,150577,,
"ISR","Israel","CPNCU","Current prices in NCU","2017","2017","ILS","New Israeli Sheqel","0","Units",,,155580,,
"ISR","Israel","CPNCU","Current prices in NCU","2018","2018","ILS","New Israeli Sheqel","0","Units",,,161869,,
"ISR","Israel","CPNCU","Current prices in NCU","2019","2019","ILS","New Israeli Sheqel","0","Units",,,166539,,
"ISR","Israel","CPNCU","Current prices in NCU","2020","2020","ILS","New Israeli Sheqel","0","Units",,,166566,,
"ISR","Israel","CPNCU","Current prices in NCU","2021","2021","ILS","New Israeli Sheqel","0","Units",,,177727.556748358,,
"ISR","Israel","CPNCU","Current prices in NCU","2022","2022","ILS","New Israeli Sheqel","0","Units",,,184075.696325387,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,11312.0725721231,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,12663.1787655059,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,13650.7990138477,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,14665.5104328727,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,15839.1752488425,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,16800,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,17764,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,18896,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,20255,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,20628,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,21516,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,21836,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,21540,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,21642,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,21981,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,22324,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,23087,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,23869,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,24778,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,25849,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,26551,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,28521.3510441474,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2022","2022","EUR","Euro","0","Units",,,29789.5418205264,,
"EST","Estonia","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,4116.87920294707,,
"EST","Estonia","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,4529.34128940582,,
"EST","Estonia","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,4955.47882616325,,
"EST","Estonia","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,5526.27137399453,,
"EST","Estonia","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,6182.58888687774,,
