Subject,Country,Year,CPI
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Mexico,2020,128.4984
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Mexico,2021,132.7374
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Mexico,2022,142.7199
CPI: 01 - Food and non-Alcoholic beverages,Austria,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Austria,2016,100.7333
CPI: 01 - Food and non-Alcoholic beverages,Austria,2017,103.1167
CPI: 01 - Food and non-Alcoholic beverages,Austria,2018,104.6833
CPI: 01 - Food and non-Alcoholic beverages,Austria,2019,105.75
CPI: 01 - Food and non-Alcoholic beverages,Austria,2020,108.2157
CPI: 01 - Food and non-Alcoholic beverages,Austria,2021,109.0633
CPI: 01 - Food and non-Alcoholic beverages,Austria,2022,120.7857
CPI: 01-12 - All items,Korea,2015,100.0
CPI: 01-12 - All items,Korea,2016,100.9717
CPI: 01-12 - All items,Korea,2017,102.9349
CPI: 01-12 - All items,Korea,2018,104.4541
CPI: 01-12 - All items,Korea,2019,104.8541
CPI: 01-12 - All items,Korea,2020,105.4175
CPI: 01-12 - All items,Korea,2021,108.0512
CPI: 01-12 - All items,Korea,2022,113.5487
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2016,107.5333
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2017,110.1618
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2018,114.3104
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2019,116.9567
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2020,120.5635
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2021,124.2175
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Belgium,2022,130.582
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2016,101.3526
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2017,103.1731
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2018,104.6043
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2019,106.5366
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2020,108.4285
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2021,109.7663
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Sweden,2022,112.0424
CPI: 01-12 - All items,Norway,2015,100.0
CPI: 01-12 - All items,Norway,2016,103.55
CPI: 01-12 - All items,Norway,2017,105.4917
CPI: 01-12 - All items,Norway,2018,108.4083
CPI: 01-12 - All items,Norway,2019,110.7583
CPI: 01-12 - All items,Norway,2020,112.1833
CPI: 01-12 - All items,Norway,2021,116.0917
CPI: 01-12 - All items,Norway,2022,122.7833
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2016,99.39654
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2017,101.5575
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2018,101.3135
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2019,102.4075
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2020,105.6642
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2021,107.5216
CPI: 01 - Food and non-Alcoholic beverages,New Zealand,2022,116.8336
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2016,100.49
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2017,102.0292
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2018,102.7822
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2019,103.1059
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2020,105.2581
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2021,106.0325
CPI: 01 - Food and non-Alcoholic beverages,Portugal,2022,119.8073
CPI: 01-12 - All items,Costa Rica,2015,100.0
CPI: 01-12 - All items,Costa Rica,2016,99.98252
CPI: 01-12 - All items,Costa Rica,2017,101.6081
CPI: 01-12 - All items,Costa Rica,2018,103.865
CPI: 01-12 - All items,Costa Rica,2019,106.042
CPI: 01-12 - All items,Costa Rica,2020,106.8107
CPI: 01-12 - All items,Costa Rica,2021,108.6548
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2016,97.6
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2017,99.8
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2018,101.9
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2019,103.3
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2020,104.0
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2021,104.3
CPI: 01 - Food and non-Alcoholic beverages,United Kingdom,2022,115.8
CPI: 01 - Food and non-Alcoholic beverages,Greece,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Greece,2016,99.77895
CPI: 01 - Food and non-Alcoholic beverages,Greece,2017,100.0963
CPI: 01 - Food and non-Alcoholic beverages,Greece,2018,100.4953
CPI: 01 - Food and non-Alcoholic beverages,Greece,2019,100.3864
CPI: 01 - Food and non-Alcoholic beverages,Greece,2020,101.7431
CPI: 01 - Food and non-Alcoholic beverages,Greece,2021,103.1279
CPI: 01 - Food and non-Alcoholic beverages,Greece,2022,115.2826
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2016,101.5037
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2017,102.1925
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2018,105.0403
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2019,107.9889
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2020,110.6099
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2021,113.1468
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Ireland,2022,122.1438
CPI: 03 - Clothing and footwear,Netherlands,2015,100.0
CPI: 03 - Clothing and footwear,Netherlands,2016,100.5825
CPI: 03 - Clothing and footwear,Netherlands,2017,99.47334
CPI: 03 - Clothing and footwear,Netherlands,2018,98.75166
CPI: 03 - Clothing and footwear,Netherlands,2019,100.255
CPI: 03 - Clothing and footwear,Netherlands,2020,100.2917
CPI: 03 - Clothing and footwear,Netherlands,2021,102.23
CPI: 03 - Clothing and footwear,Netherlands,2022,107.0217
CPI: 03 - Clothing and footwear,Denmark,2015,99.99167
CPI: 03 - Clothing and footwear,Denmark,2016,97.525
CPI: 03 - Clothing and footwear,Denmark,2017,96.84167
CPI: 03 - Clothing and footwear,Denmark,2018,96.38333
CPI: 03 - Clothing and footwear,Denmark,2019,93.35833
CPI: 03 - Clothing and footwear,Denmark,2020,92.08334
CPI: 03 - Clothing and footwear,Denmark,2021,91.90833
CPI: 03 - Clothing and footwear,Denmark,2022,94.28333
CPI: 01-12 - All items,Brazil,2015,100.0
CPI: 01-12 - All items,Brazil,2016,108.7391
CPI: 01-12 - All items,Brazil,2017,112.4867
CPI: 01-12 - All items,Brazil,2018,116.6092
CPI: 01-12 - All items,Brazil,2019,120.9622
CPI: 01-12 - All items,Brazil,2020,124.8472
CPI: 01-12 - All items,Brazil,2021,135.2116
CPI: 01-12 - All items,Brazil,2022,147.7594
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2016,100.686
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2017,102.2034
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2018,102.4707
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2019,103.1108
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2020,103.4383
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2021,103.8848
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Korea,2022,106.1501
CPI: 03 - Clothing and footwear,Germany,2015,100.0
CPI: 03 - Clothing and footwear,Germany,2016,100.7583
CPI: 03 - Clothing and footwear,Germany,2017,101.3833
CPI: 03 - Clothing and footwear,Germany,2018,101.6583
CPI: 03 - Clothing and footwear,Germany,2019,103.0583
CPI: 03 - Clothing and footwear,Germany,2020,101.7396
CPI: 03 - Clothing and footwear,Germany,2021,103.2317
CPI: 03 - Clothing and footwear,Germany,2022,104.0455
CPI: 01-12 - All items,Slovak Republic,2015,100.0
CPI: 01-12 - All items,Slovak Republic,2016,99.47999
CPI: 01-12 - All items,Slovak Republic,2017,100.7851
CPI: 01-12 - All items,Slovak Republic,2018,103.3189
CPI: 01-12 - All items,Slovak Republic,2019,106.0719
CPI: 01-12 - All items,Slovak Republic,2020,108.1264
CPI: 01-12 - All items,Slovak Republic,2021,111.532
CPI: 01-12 - All items,Slovak Republic,2022,125.7793
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2016,95.76069
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2017,99.5156
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2018,101.8626
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2019,100.3739
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2020,96.81816
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2021,107.6035
"CPI: 04 - Housing, water, electricity, gas and other fuels",Spain,2022,124.2875
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2016,101.2333
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2017,104.8383
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2018,106.3515
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2019,109.4675
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2020,111.9427
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2021,115.0396
CPI: 01 - Food and non-Alcoholic beverages,Lithuania,2022,145.3451
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2016,106.6447
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2017,119.3635
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2018,127.0908
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2019,131.7581
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2020,134.9194
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2021,142.8688
"CPI: 04 - Housing, water, electricity, gas and other fuels",Iceland,2022,162.0686
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2016,99.38925
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2017,101.1374
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2018,103.3899
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2019,105.2614
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2020,113.1451
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2021,121.5891
"CPI: 04 - Housing, water, electricity, gas and other fuels",Poland,2022,148.1874
CPI: 03 - Clothing and footwear,Belgium,2015,100.0
CPI: 03 - Clothing and footwear,Belgium,2016,100.8504
CPI: 03 - Clothing and footwear,Belgium,2017,101.4365
CPI: 03 - Clothing and footwear,Belgium,2018,101.8891
CPI: 03 - Clothing and footwear,Belgium,2019,102.6724
CPI: 03 - Clothing and footwear,Belgium,2020,102.8934
CPI: 03 - Clothing and footwear,Belgium,2021,103.2068
CPI: 03 - Clothing and footwear,Belgium,2022,104.9707
CPI: 01-12 - All items,Mexico,2015,100.0
CPI: 01-12 - All items,Mexico,2016,102.8217
CPI: 01-12 - All items,Mexico,2017,109.0336
CPI: 01-12 - All items,Mexico,2018,114.3756
CPI: 01-12 - All items,Mexico,2019,118.5342
CPI: 01-12 - All items,Mexico,2020,122.5606
CPI: 01-12 - All items,Mexico,2021,129.5334
CPI: 01-12 - All items,Mexico,2022,139.7617
CPI: 01-12 - All items,Czech Republic,2015,99.975
CPI: 01-12 - All items,Czech Republic,2016,100.6583
CPI: 01-12 - All items,Czech Republic,2017,103.125
CPI: 01-12 - All items,Czech Republic,2018,105.3417
CPI: 01-12 - All items,Czech Republic,2019,108.3417
CPI: 01-12 - All items,Czech Republic,2020,111.7667
CPI: 01-12 - All items,Czech Republic,2021,116.0583
CPI: 01-12 - All items,Czech Republic,2022,133.5833
CPI: 01-12 - All items,Russia,2015,100.0
CPI: 01-12 - All items,Russia,2016,107.0424
CPI: 01-12 - All items,Russia,2017,110.9852
CPI: 01-12 - All items,Russia,2018,114.1797
CPI: 01-12 - All items,Russia,2019,119.2839
CPI: 01-12 - All items,Russia,2020,123.3177
CPI: 01-12 - All items,Russia,2021,131.5731
CPI: 01-12 - All items,Israel,2015,100.0
CPI: 01-12 - All items,Israel,2016,99.44845
CPI: 01-12 - All items,Israel,2017,99.70643
CPI: 01-12 - All items,Israel,2018,100.4982
CPI: 01-12 - All items,Israel,2019,101.3522
CPI: 01-12 - All items,Israel,2020,100.7295
CPI: 01-12 - All items,Israel,2021,102.2507
CPI: 01-12 - All items,Israel,2022,106.7432
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2016,101.4716
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2017,107.5164
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2018,110.3042
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2019,111.0928
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2020,111.1873
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2021,111.0156
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Greece,2022,112.3596
CPI: 01-12 - All items,France,2015,99.99917
CPI: 01-12 - All items,France,2016,100.1825
CPI: 01-12 - All items,France,2017,101.2167
CPI: 01-12 - All items,France,2018,103.09
CPI: 01-12 - All items,France,2019,104.2325
CPI: 01-12 - All items,France,2020,104.7292
CPI: 01-12 - All items,France,2021,106.4492
CPI: 01-12 - All items,France,2022,112.0083
CPI: 01-12 - All items,Chile,2015,100.0
CPI: 01-12 - All items,Chile,2016,103.7862
CPI: 01-12 - All items,Chile,2017,106.0516
CPI: 01-12 - All items,Chile,2018,108.6338
CPI: 01-12 - All items,Chile,2019,111.4121
CPI: 01-12 - All items,Chile,2020,114.8052
CPI: 01-12 - All items,Chile,2021,119.9996
CPI: 01-12 - All items,Chile,2022,133.9722
CPI: 01 - Food and non-Alcoholic beverages,Finland,2015,99.99583
CPI: 01 - Food and non-Alcoholic beverages,Finland,2016,98.85
CPI: 01 - Food and non-Alcoholic beverages,Finland,2017,97.94583
CPI: 01 - Food and non-Alcoholic beverages,Finland,2018,99.8375
CPI: 01 - Food and non-Alcoholic beverages,Finland,2019,101.0475
CPI: 01 - Food and non-Alcoholic beverages,Finland,2020,102.725
CPI: 01 - Food and non-Alcoholic beverages,Finland,2021,103.31
CPI: 01 - Food and non-Alcoholic beverages,Finland,2022,114.165
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2015,100.0008
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2016,101.9142
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2017,102.8275
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2018,105.6333
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2019,107.5842
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2020,115.7225
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2021,121.2742
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Netherlands,2022,124.29
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2016,105.4754
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2017,109.2957
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2018,113.7944
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2019,117.9081
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2020,121.2789
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2021,126.5309
"CPI: 04 - Housing, water, electricity, gas and other fuels",Chile,2022,138.2586
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2015,100.0008
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2016,100.9508
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2017,103.6408
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2018,104.4592
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2019,108.6892
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2020,110.7425
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2021,110.5133
CPI: 01 - Food and non-Alcoholic beverages,Netherlands,2022,122.3858
CPI: 01-12 - All items,Australia,2015,100.0
CPI: 01-12 - All items,Australia,2016,101.277
CPI: 01-12 - All items,Australia,2017,103.2505
CPI: 01-12 - All items,Australia,2018,105.2241
CPI: 01-12 - All items,Australia,2019,106.919
CPI: 01-12 - All items,Australia,2020,107.8245
CPI: 01-12 - All items,Australia,2021,110.9125
CPI: 01-12 - All items,Australia,2022,118.2261
CPI: 01-12 - All items,Lithuania,2015,99.99999
CPI: 01-12 - All items,Lithuania,2016,100.9055
CPI: 01-12 - All items,Lithuania,2017,104.6621
CPI: 01-12 - All items,Lithuania,2018,107.4858
CPI: 01-12 - All items,Lithuania,2019,109.9951
CPI: 01-12 - All items,Lithuania,2020,111.3149
CPI: 01-12 - All items,Lithuania,2021,116.5284
CPI: 01-12 - All items,Lithuania,2022,139.4904
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2015,100.0008
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2016,99.88416
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2017,101.4825
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2018,103.8992
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2019,105.4575
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2020,105.24
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2021,109.1692
"CPI: 04 - Housing, water, electricity, gas and other fuels",France,2022,119.3425
"CPI: 04 - Housing, water, electricity, gas and other fuels",Russia,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Russia,2016,107.0332
"CPI: 04 - Housing, water, electricity, gas and other fuels",Russia,2017,112.1293
"CPI: 04 - Housing, water, electricity, gas and other fuels",Russia,2018,116.5866
"CPI: 04 - Housing, water, electricity, gas and other fuels",Russia,2019,122.4991
"CPI: 04 - Housing, water, electricity, gas and other fuels",Russia,2020,126.2016
"CPI: 04 - Housing, water, electricity, gas and other fuels",Russia,2021,133.0201
